temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase,temperatureMaxTime,day
10.29,262,0.94,0.44,6.12,1023.72,10.29,13.37,0.73,-1.27,10.29,1,2.73,1.08,10.29,-2.54,0.09,2013-12-05 14:00,2013-12-05
7.85,279,0.71,0.38,3.92,1027.65,5.72,12.67,0.7,4.02,5.72,1,6.55,2.73,7.85,-1.27,0.13,2013-12-06 14:00,2013-12-06
8.72,250,5.06,0.47,3.71,1026.6,6.32,11.78,0.85,2.53,6.32,1,5.09,6.55,8.72,4.02,0.17,2013-12-07 14:00,2013-12-07
11.24,241,5.36,0.35,4.56,1025.35,11.24,12.87,0.83,3.22,11.24,1,6.01,5.09,11.24,2.53,0.2,2013-12-08 14:00,2013-12-08
11.01,227,5.74,0.32,2.69,1028.84,11.01,10.73,0.89,2.06,11.01,1,2.06,5.06,11.01,3.17,0.24,2013-12-09 13:00,2013-12-09
9.03,173,3.99,0.23,1.35,1031.32,7.65,4.49,0.91,0.5,7.65,1,2.06,2.06,9.03,2.06,0.28,2013-12-10 14:00,2013-12-10
6.4,130,2.51,0.03,1.45,1029.46,6.34,3.48,0.93,-0.88,6.34,1,1.52,2.06,6.4,0.46,0.31,2013-12-11 12:00,2013-12-11
8.98,185,4.39,0.16,2.28,1024.86,7.28,3.14,0.94,5.49,7.28,1,7.23,1.52,8.98,-0.88,0.35,2013-12-12 14:00,2013-12-12
11.73,199,7.79,0.51,3.44,1019.67,11.73,9.45,0.85,1.16,11.73,1,3.79,8.15,11.73,5.42,0.38,2013-12-13 12:00,2013-12-13
11.33,218,5.16,0.35,5.45,1022.45,11.33,12.73,0.81,6.2,11.33,1,8.11,3.79,11.33,1.16,0.41,2013-12-14 15:00,2013-12-14
12.54,207,9.59,0.68,6.12,1019.25,12.44,9.14,0.91,11.64,12.54,0,11.64,8.11,12.44,6.2,0.44,2013-12-15 22:00,2013-12-15
12.89,218,9.68,0.88,5.57,1016.66,12.89,10.36,0.89,2.72,12.89,0,4.61,7.95,12.89,6.56,0.47,2013-12-16 14:00,2013-12-16
7.4,58,4.36,0.6,1.29,1021.59,5.72,9.61,0.9,2.42,7.08,0,5.01,4.61,6.48,2.72,0.51,2013-12-17 0:00,2013-12-17
10.29,194,6.47,0.64,5.85,1007.83,10.27,9.7,0.88,2.06,10.29,0,5.14,5.01,10.27,2.42,0.54,2013-12-18 23:00,2013-12-18
9.7,229,3.06,0.36,3.99,1002.06,5.72,13.89,0.78,-0.66,7.07,1,2.63,3.68,8.19,0.55,0.57,2013-12-19 0:00,2013-12-19
10.42,219,3.15,0.36,5.52,1018.73,6.39,13.82,0.79,5.58,10.42,1,9.41,2.63,9.69,-0.66,0.6,2013-12-20 23:00,2013-12-20
11.95,213,8.34,0.86,8.91,1012.62,11.95,9.66,0.86,5.14,11.95,0,7.96,9.41,11.95,5.58,0.63,2013-12-21 19:00,2013-12-21
10.07,234,3.57,0.25,5.66,1009.77,10.07,12.68,0.73,1.58,10.07,1,4.81,4.81,10.07,1.58,0.66,2013-12-22 13:00,2013-12-22
11.95,199,6.53,0.58,8.48,998.59,11.33,9.98,0.84,5.19,11.95,0,8.23,5.14,11.33,2.07,0.69,2013-12-23 22:00,2013-12-23
11.93,212,5.42,0.4,6.67,979.52,6.08,10.86,0.81,0.23,11.93,1,3.93,5.43,9.07,2.68,0.72,2013-12-24 0:00,2013-12-24
7.19,194,2.57,0.03,2.47,984.66,4.9,12.36,0.85,0.38,4.98,1,2.87,3.74,7.19,0.23,0.75,2013-12-25 12:00,2013-12-25
7.64,219,2.86,0.49,2.27,995.06,1.93,9.8,0.92,1.46,4.53,0,4.29,2.87,4.29,-0.06,0.78,2013-12-26 23:00,2013-12-26
10.99,214,4.83,0.37,7.86,986.81,10.41,11.43,0.75,1.22,10.99,1,4.27,7.47,10.41,3.68,0.82,2013-12-27 5:00,2013-12-27
7.81,230,1.72,0.11,3.17,997.47,5.34,13.45,0.77,-2.77,5.34,1,0.72,2.86,7.81,0.77,0.85,2013-12-28 13:00,2013-12-28
7.56,230,1.34,0.12,3.07,1014.89,4.44,14.08,0.84,2.39,4.44,1,5.23,0.72,7.15,-2.77,0.89,2013-12-29 23:00,2013-12-29
10.22,201,5.98,0.55,6.58,1010.88,10.22,11.35,0.83,4.21,10.22,0,6.4,6.4,10.22,4.21,0.93,2013-12-30 9:00,2013-12-30
10.36,185,5.77,0.59,4.72,1004.27,10.36,12.13,0.85,2.79,10.36,0,5.77,5.77,10.36,2.79,0.96,2013-12-31 11:00,2013-12-31
11.34,187,6.78,0.5,7.2,993.32,10.83,9.95,0.86,3.36,11.34,1,6.54,6.59,10.83,3.18,0.01,2014-01-01 20:00,2014-01-01
10.75,215,6.02,0.4,4.89,993.31,10.27,12.23,0.82,4.91,10.75,1,8.54,6.54,10.27,3.36,0.04,2014-01-02 23:00,2014-01-02
10.49,217,5.08,0.4,7.66,994.51,10.14,10.93,0.78,2.77,10.49,1,7.04,7.01,10.14,2.77,0.08,2014-01-03 2:00,2014-01-03
9.58,203,5.21,0.61,4.46,993.71,6.66,11.27,0.84,-0.88,6.66,0,1.72,4.06,9.58,1.16,0.12,2014-01-04 11:00,2014-01-04
11.96,192,3.88,0.44,4.4,1000.02,5.02,11.67,0.87,5.02,11.96,1,8.78,1.72,8.78,-0.88,0.15,2014-01-05 23:00,2014-01-05
12.57,217,7.64,0.58,8.3,994.61,12.37,10.67,0.78,10.23,12.57,1,10.23,9.34,12.37,5.91,0.19,2014-01-06 1:00,2014-01-06
11.38,218,6.63,0.59,7.3,1003.19,11.38,11.36,0.78,4.53,11.38,1,7.37,8.98,11.38,5.34,0.22,2014-01-07 14:00,2014-01-07
11.62,204,7.02,0.5,4.15,1011.94,11.62,11.99,0.85,5.8,11.62,1,9.25,7.37,11.62,4.53,0.26,2014-01-08 12:00,2014-01-08
12.01,245,4.86,0.39,6.03,1006.3,10.29,12.63,0.77,0.34,12.01,1,2.68,4.86,10.29,1.6,0.29,2014-01-09 3:00,2014-01-09
10.14,219,4.11,0.4,3.56,1014.26,10.14,13,0.85,3.99,10.14,1,7.16,2.68,10.14,0.34,0.33,2014-01-10 13:00,2014-01-10
8.59,263,3.31,0.2,2.68,1018.51,5.91,12.05,0.81,-1.79,5.91,1,0.38,1.02,8.41,1.02,0.36,2014-01-11 5:00,2014-01-11
8.91,147,2.78,0.46,3.25,1016.63,4.08,8.27,0.9,2.68,6.06,1,5.42,0.38,7.06,-1.79,0.39,2014-01-12 23:00,2014-01-12
9.72,207,4.52,0.37,4,1005.09,6.5,12.44,0.83,-1.16,6.98,1,2.05,5.42,9.01,2.68,0.42,2014-01-13 0:00,2014-01-13
6.82,247,1.69,0.29,2.5,1004.33,4.1,13.08,0.81,2.59,4.15,1,5.11,2.05,6.82,-1.16,0.45,2014-01-14 14:00,2014-01-14
11.19,198,7.91,0.77,4.63,998.57,11.19,9.85,0.9,5.64,11.19,1,7.94,6.41,11.19,2.89,0.48,2014-01-15 13:00,2014-01-15
10.72,191,6.13,0.58,5.01,990.5,10.17,11.72,0.83,2.83,10.72,1,6.43,7.27,10.17,3.91,0.52,2014-01-16 1:00,2014-01-16
8.47,201,5.32,0.47,4.68,990.8,5.71,11.7,0.87,4.62,5.71,1,6.59,6.43,8.47,2.83,0.54,2014-01-17 13:00,2014-01-17
9.99,143,5.81,0.35,4.34,991.61,7.53,11.81,0.83,5.27,7.53,1,7.47,7.58,9.99,4.83,0.57,2014-01-18 14:00,2014-01-18
9.37,203,3.55,0.33,1.72,995.52,7.39,12.54,0.8,1.3,7.39,1,1.3,3.34,8.04,2.11,0.6,2014-01-19 0:00,2014-01-19
8.44,211,2.59,0.17,0.2,1007.71,8.44,9.64,0.89,1.97,8.44,1,1.97,1.3,8.44,1.3,0.63,2014-01-20 15:00,2014-01-20
7.66,157,2.76,0.37,2.19,1010.13,6.26,6.36,0.89,2.42,6.26,1,5.76,1.97,7.66,1.97,0.66,2014-01-21 13:00,2014-01-21
10.02,196,5.54,0.69,2.13,1006.71,10.02,10.2,0.87,0.68,10.02,1,3.35,6.12,10.02,3.08,0.7,2014-01-22 14:00,2014-01-22
8.44,270,2.54,0.32,3.98,1012.39,4.93,11.49,0.82,0.19,4.93,1,2.76,3.35,8.44,0.25,0.73,2014-01-23 14:00,2014-01-23
8.01,166,2.88,0.54,2.43,1013.91,5.72,11.99,0.83,4.28,5.72,1,6.98,2.76,8.01,0.19,0.76,2014-01-24 16:00,2014-01-24
11.77,254,5.34,0.44,4,1012.46,11.77,8.71,0.83,1.29,11.77,1,4.25,5.68,11.77,1.76,0.8,2014-01-25 14:00,2014-01-25
9.03,233,2.39,0.4,4.55,1002.1,5.99,11.97,0.79,-2.02,5.99,1,2.56,3.26,9.03,-1.3,0.84,2014-01-26 16:00,2014-01-26
7.95,234,1.44,0.38,5.29,989.87,4.34,12.68,0.79,1.43,4.34,1,4.81,2.56,7.95,-2.02,0.87,2014-01-27 14:00,2014-01-27
9.12,180,3.59,0.61,4.32,985.33,6.34,11.94,0.83,1.21,6.34,1,4.76,5.03,9.12,1.96,0.91,2014-01-28 12:00,2014-01-28
5.46,97,3.05,0.93,4.25,993.99,1.36,9.53,0.9,0.36,2.53,1,3.66,3.72,4.79,0.18,0.95,2014-01-29 3:00,2014-01-29
5.94,65,3.08,0.81,1.52,1001.76,5.86,6.63,0.91,0.29,5.86,1,1.97,3,5.94,0.61,0.98,2014-01-30 15:00,2014-01-30
8.83,177,3.93,0.73,4.74,998.51,3.13,7.08,0.91,1.1,5.27,1,4.83,1.97,7.08,0.29,0.03,2014-01-31 23:00,2014-01-31
9.72,217,3.18,0.19,6.97,990.08,4.27,11.6,0.76,2.81,6.86,1,6.24,4.83,8.32,1.1,0.06,2014-02-01 2:00,2014-02-01
9.3,221,2.63,0.22,4.75,1005.39,6.48,12.89,0.72,2.02,6.48,1,4.97,5.79,9.3,3.21,0.1,2014-02-02 14:00,2014-02-02
7.99,139,2.86,0.47,4.92,1003.89,4.59,12.5,0.79,1.12,4.59,1,4.22,4.97,7.99,1.96,0.13,2014-02-03 14:00,2014-02-03
8.88,172,2.69,0.42,5.3,996.87,5.63,12.05,0.75,1.03,5.63,1,5.54,4.22,8.88,1.12,0.17,2014-02-04 13:00,2014-02-04
9.64,193,4.06,0.73,7.86,982.2,5.86,10.91,0.77,3.56,5.86,1,7.01,5.54,9.64,1.03,0.2,2014-02-05 18:00,2014-02-05
9.81,198,4.96,0.67,4.98,989.9,6.87,10.53,0.82,-0.86,7.34,1,4.13,5.86,9.77,1.96,0.24,2014-02-06 20:00,2014-02-06
9.81,235,4.16,0.63,3.98,988.77,5.7,10.85,0.79,3.65,8.44,1,7.03,4.13,8.97,-0.86,0.27,2014-02-07 2:00,2014-02-07
9.13,207,3.99,0.47,8.53,979.25,5.08,11.2,0.77,1.84,5.67,1,6.69,6.81,9.01,2.19,0.3,2014-02-08 5:00,2014-02-08
8.18,231,0.82,0.52,8.05,984.71,3.91,12.71,0.66,1.38,3.91,1,4.23,4.78,8.18,1.38,0.33,2014-02-09 13:00,2014-02-09
8.78,232,3.01,0.55,1.66,992.84,7.07,11.81,0.84,-0.57,7.07,1,2.77,4.08,8.78,0.89,0.36,2014-02-10 14:00,2014-02-10
7.51,223,1.32,0.41,4.62,996.66,4.06,12.39,0.76,-1.2,4.06,1,3.03,2.77,7.51,-0.57,0.39,2014-02-11 16:00,2014-02-11
8.83,210,1.94,0.59,7.24,994.27,4.73,11.8,0.75,0.05,4.73,1,4.14,3.03,8.83,-1.2,0.42,2014-02-12 16:00,2014-02-12
7.37,240,-0.01,0.36,5.83,992.43,3.42,13.04,0.68,0.16,3.42,1,3.47,4.09,7.37,0.05,0.45,2014-02-13 15:00,2014-02-13
12.02,186,3.99,0.67,6.6,990.31,12.02,11.17,0.81,3.29,12.02,1,8.21,3.47,12.02,0.45,0.48,2014-02-14 19:00,2014-02-14
9.9,233,2.95,0.35,9.96,988.63,5.79,12.38,0.69,-1.03,5.79,1,2.34,5.38,9.9,1.77,0.52,2014-02-15 12:00,2014-02-15
9.98,235,1.76,0.13,3.34,1006.7,7.88,12.78,0.76,2.84,7.88,2,4.89,2.34,9.98,-1.03,0.55,2014-02-16 14:00,2014-02-16
10.67,175,5.02,0.56,4.07,1007.8,10.67,10.32,0.83,4.97,10.67,1,7.64,4.89,10.67,2.84,0.58,2014-02-17 14:00,2014-02-17
10.13,201,6.23,0.57,3.06,1008.67,10.13,11.49,0.87,2.65,10.13,1,5.19,5.85,10.13,3.83,0.61,2014-02-18 13:00,2014-02-18
10.13,228,5.62,0.64,3.29,1011.57,10.13,9.95,0.87,6.53,10.13,1,8.56,5.19,10.13,2.65,0.64,2014-02-19 13:00,2014-02-19
12.5,216,7.23,0.61,5.38,1001.54,12.5,10.61,0.84,0.19,12.5,1,3.59,6.34,12.5,3.95,0.68,2014-02-20 15:00,2014-02-20
10.15,233,1.83,0.22,5.42,1003.42,10.15,13.31,0.72,1.59,10.15,1,4.72,3.59,10.15,0.19,0.71,2014-02-21 14:00,2014-02-21
11.63,228,2.64,0.25,4.77,1009.09,11.63,13.07,0.71,4.58,11.63,2,7.52,4.72,11.63,1.59,0.75,2014-02-22 14:00,2014-02-22
11.94,200,6.17,0.66,7.1,1010.37,11.94,12.33,0.76,5.52,11.94,1,7.99,8.67,11.94,5.53,0.78,2014-02-23 16:00,2014-02-23
14.23,183,6.03,0.5,5.02,1005.19,14.23,13,0.74,4.78,14.23,1,8.25,7.99,14.23,5.52,0.82,2014-02-24 13:00,2014-02-24
11.43,202,5.06,0.62,5.69,1000.65,10.31,12.09,0.78,1.67,11.43,1,4.17,6.79,10.31,3.89,0.86,2014-02-25 0:00,2014-02-25
11.29,227,2.74,0.26,3.82,1012.73,11.29,13,0.73,3.03,11.29,2,6.01,4.17,11.29,1.67,0.9,2014-02-26 13:00,2014-02-26
10.31,224,3.08,0.32,4.14,1007.02,10.31,12.04,0.74,0.82,10.31,2,3.43,3.93,10.31,1.41,0.93,2014-02-27 14:00,2014-02-27
7.35,61,3.11,0.67,2.24,998.92,4.51,10.8,0.86,0.76,4.51,1,3.05,3.43,7.35,0.82,0.97,2014-02-28 14:00,2014-02-28
9.21,302,1.39,0.26,1.64,1002.5,8.76,9.08,0.77,0.02,8.76,2,2.54,3.05,9.21,0.76,0.01,2014-03-01 15:00,2014-03-01
10.05,188,4.15,0.59,5.4,994.35,10.05,11.22,0.83,1.07,10.05,1,3.18,2.54,10.05,0.02,0.05,2014-03-02 11:00,2014-03-02
8.08,206,3.56,0.55,1.33,985.95,7.36,11.97,0.85,-0.62,7.36,1,1.4,3.18,8.08,1.07,0.08,2014-03-03 10:00,2014-03-03
9.7,259,2.28,0.31,2.06,1003.36,8.29,11.1,0.79,0.19,8.29,1,1.33,1.4,9.7,-0.62,0.12,2014-03-04 15:00,2014-03-04
12.76,239,2.13,0.42,2.14,1019.97,12.76,13.44,0.73,3.61,12.76,1,5.82,1.33,12.76,0.19,0.15,2014-03-05 15:00,2014-03-05
13.38,208,5.14,0.42,4.24,1024.38,13.38,11.64,0.78,4.54,13.38,2,6.84,5.82,13.38,3.61,0.18,2014-03-06 14:00,2014-03-06
15.97,226,6.1,0.41,2.68,1023.16,15.97,12.34,0.75,5.48,15.97,2,7.91,6.84,15.97,4.54,0.22,2014-03-07 16:00,2014-03-07
15.92,158,4.44,0.23,3.85,1025.32,15.92,9.85,0.65,7.08,15.92,2,7.65,7.91,15.92,5.48,0.25,2014-03-08 14:00,2014-03-08
18.97,172,4.3,0.04,2.78,1022.44,18.97,10.62,0.58,4.12,18.97,3,5.04,7.65,18.97,7.08,0.28,2014-03-09 14:00,2014-03-09
12.4,23,4.74,0.4,3.22,1027.97,12.4,11.09,0.76,3.38,12.4,2,6.44,5.04,12.4,4.12,0.31,2014-03-10 11:00,2014-03-10
11.92,52,4.77,0.6,4.26,1033.4,11.92,10.78,0.79,2.01,11.92,1,3.73,6.19,11.92,3.38,0.34,2014-03-11 16:00,2014-03-11
15.37,53,4.86,0.14,1.97,1032.22,15.37,6.53,0.78,3.94,15.37,3,3.94,3.73,15.37,2.01,0.37,2014-03-12 15:00,2014-03-12
17.11,46,5.24,0.05,0.87,1030.02,17.11,4.15,0.76,4.22,17.11,3,4.22,3.94,17.11,3.94,0.4,2014-03-13 15:00,2014-03-13
16.38,261,4.67,0.04,2.03,1027.61,16.38,4.91,0.72,5.01,16.38,3,7.72,4.22,16.38,4.22,0.43,2014-03-14 15:00,2014-03-14
18.08,285,4.68,0.21,4.99,1026.23,18.08,13.78,0.64,4.53,18.08,3,7.14,7.72,18.08,5.01,0.46,2014-03-15 15:00,2014-03-15
18.76,274,5.69,0.14,4.31,1023.46,18.76,14.71,0.64,4.46,18.76,3,6.41,7.14,18.76,4.53,0.49,2014-03-16 16:00,2014-03-16
13.57,258,5.83,0.45,3.3,1021.51,13.57,11.76,0.76,5.58,13.57,2,7.66,6.41,13.57,4.46,0.52,2014-03-17 15:00,2014-03-17
13.13,258,5.18,0.58,5.79,1016.81,13.13,12.12,0.71,5.18,13.13,2,7.78,7.66,13.13,5.58,0.56,2014-03-18 16:00,2014-03-18
15.08,234,5.26,0.37,4.82,1022.08,15.08,14.16,0.71,4.27,15.08,2,7.35,7.48,15.08,4.29,0.59,2014-03-19 15:00,2014-03-19
13.36,219,6.78,0.55,7.16,1009.89,13.36,9.8,0.79,4.33,13.36,2,6.93,7.35,13.36,4.27,0.62,2014-03-20 14:00,2014-03-20
12.12,229,3.26,0.32,5.16,1005.58,12.12,12.44,0.69,0.83,12.12,3,4.39,6.93,12.12,4.33,0.66,2014-03-21 15:00,2014-03-21
10.68,235,1.78,0.21,5.57,999.2,10.68,12.36,0.7,-0.83,10.68,3,2.48,4.39,10.68,0.83,0.7,2014-03-22 14:00,2014-03-22
10.08,292,0.87,0.36,3.82,1007.38,10.08,12.89,0.7,0.12,10.08,2,0.12,2.48,10.08,-0.83,0.73,2014-03-23 16:00,2014-03-23
10.2,155,0.16,0.37,2.69,1012.71,10.2,12.31,0.69,3.46,10.2,3,6.22,0.12,10.2,0.12,0.77,2014-03-24 13:00,2014-03-24
8.86,103,3.39,0.59,3.13,1008.89,6.53,11.04,0.78,-0.09,6.53,2,2.51,5.66,8.86,3.66,0.81,2014-03-25 17:00,2014-03-25
8.48,1,1.7,0.46,2.49,1017.28,6.33,8.63,0.82,0.62,6.33,2,2.71,2.51,8.48,-0.09,0.84,2014-03-26 14:00,2014-03-26
10.04,75,2.08,0.44,2.36,1012.88,10.04,8.19,0.77,1.69,10.04,3,3.85,2.71,10.04,0.62,0.88,2014-03-27 13:00,2014-03-27
12.43,87,3.67,0.19,3.31,1014.82,12.43,6.24,0.75,5.41,12.43,3,7.83,3.85,12.43,1.69,0.92,2014-03-28 14:00,2014-03-28
18.47,105,5.37,0.08,4.19,1014.25,18.47,8.59,0.65,8.14,18.47,4,8.53,7.83,18.47,5.41,0.96,2014-03-29 14:00,2014-03-29
19.82,114,5.81,0.31,2.18,1013.04,19.82,11.56,0.62,10.98,19.82,3,10.98,8.53,19.82,8.14,0.99,2014-03-30 12:00,2014-03-30
16.37,138,7.61,0.32,1.92,1012.74,16.37,13.29,0.67,7.77,16.37,3,7.77,10.98,16.37,10.98,0.03,2014-03-31 13:00,2014-03-31
