temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase,temperatureMaxTime,day
20.38,231,13.56,0.55,3.59,1010.05,20.38,10.03,0.81,12.01,20.38,5,12.01,14.11,20.38,14.11,0.42,2013-06-21 15:00,2013-06-21
17.54,218,11.12,0.67,6.78,1007.11,17.54,11.33,0.81,13.07,17.54,5,13.07,12.01,17.54,12.01,0.46,2013-06-22 12:00,2013-06-22
16.51,257,10.42,0.7,6.28,1009.25,16.51,12.38,0.76,10.62,16.51,5,10.62,12.62,16.51,12.62,0.51,2013-06-23 13:00,2013-06-23
16.1,290,7.04,0.52,4.16,1021.79,16.1,12.89,0.66,11.26,16.1,5,11.26,10.62,16.1,10.62,0.54,2013-06-24 16:00,2013-06-24
18.76,319,6.54,0.42,1.95,1028.61,18.76,14.24,0.57,10.14,18.76,6,10.14,11.26,18.76,11.26,0.58,2013-06-25 16:00,2013-06-25
20.61,295,8.75,0.42,1.98,1029.89,20.61,13.53,0.64,12.2,20.61,6,12.2,10.14,20.61,10.14,0.61,2013-06-26 13:00,2013-06-26
19.23,298,9.39,0.54,2.69,1026.49,19.23,12.13,0.69,12.56,19.23,5,12.56,12.2,19.23,12.2,0.65,2013-06-27 14:00,2013-06-27
20.16,277,13.92,0.93,3.46,1019.73,20.25,10.35,0.87,13.42,20.25,4,13.42,12.56,20.16,12.56,0.69,2013-06-28 16:00,2013-06-28
21.19,312,9.2,0.35,3.36,1022.39,21.19,13.23,0.61,14.92,21.19,5,14.92,13.42,21.19,13.42,0.72,2013-06-29 17:00,2013-06-29
25.17,251,13.17,0.32,4.28,1021.6,25.17,12.7,0.67,13.89,25.17,5,13.89,14.92,25.17,14.92,0.75,2013-06-30 14:00,2013-06-30
19.78,262,9.34,0.44,3.94,1017.04,19.78,12.73,0.63,11.84,19.78,5,11.84,13.89,19.78,13.89,0.79,2013-07-01 17:00,2013-07-01
17.5,203,9.93,0.6,3.08,1011.64,17.5,13.13,0.72,14.31,17.5,5,14.31,11.84,17.5,11.84,0.82,2013-07-02 15:00,2013-07-02
19.69,257,13,0.83,3.67,1008.35,19.69,11.86,0.79,12.48,19.69,5,12.48,14.31,19.69,14.31,0.85,2013-07-03 15:00,2013-07-03
22.89,240,13.32,0.44,3.97,1019.37,22.89,11.93,0.76,12.63,22.89,5,12.63,12.48,22.89,12.48,0.88,2013-07-04 16:00,2013-07-04
24.62,116,11.66,0.29,0.63,1028.43,24.62,13.18,0.65,13.48,24.62,6,13.48,12.63,24.62,12.63,0.91,2013-07-05 15:00,2013-07-05
26.47,113,12.57,0.12,1.34,1029.5,26.47,12.89,0.63,14.99,26.47,7,14.99,13.48,26.47,13.48,0.94,2013-07-06 14:00,2013-07-06
27.28,71,13.97,0.12,2.5,1031.56,27.28,10.98,0.66,14.99,27.28,6,14.99,14.99,27.28,14.99,0.97,2013-07-07 13:00,2013-07-07
25.18,54,12.9,0.14,3.92,1032.66,25.18,13.5,0.65,12.01,25.18,6,12.01,14.99,25.18,14.99,0.01,2013-07-08 15:00,2013-07-08
25.61,51,8.84,0.13,3.27,1028.39,25.61,14.68,0.57,13.54,25.61,6,13.54,12.01,25.61,12.01,0.04,2013-07-09 16:00,2013-07-09
23.19,41,11.16,0.22,3.88,1025.5,23.19,13.39,0.64,11.99,23.19,6,11.99,13.36,23.19,13.36,0.07,2013-07-10 14:00,2013-07-10
21.69,50,8.64,0.37,3.65,1025.45,21.69,13.94,0.64,12.01,21.69,6,12.01,11.99,21.69,11.99,0.1,2013-07-11 16:00,2013-07-11
23.92,54,11.49,0.39,1.84,1025.08,23.92,13.73,0.7,15.01,23.92,6,15.01,12.01,23.92,12.01,0.13,2013-07-12 17:00,2013-07-12
29.16,52,15.26,0.11,0.86,1023.97,29.24,12.65,0.67,17.28,29.24,7,17.28,15.01,29.16,15.01,0.16,2013-07-13 16:00,2013-07-13
27.83,321,14.39,0.27,0.86,1023.66,27.83,12.5,0.61,17.96,27.83,5,17.96,17.28,27.83,17.28,0.2,2013-07-14 16:00,2013-07-14
29.3,336,9.74,0.4,0.84,1023.14,29.3,14.66,0.45,17.03,29.3,5,17.03,17.96,29.3,17.96,0.23,2013-07-15 16:00,2013-07-15
29.2,187,13.56,0.46,0.48,1022.88,29.2,14.87,0.56,17.14,29.2,5,17.14,17.03,29.2,17.03,0.27,2013-07-16 14:00,2013-07-16
30.28,119,13.46,0.23,1.24,1023.84,30.28,14.52,0.54,17.5,30.28,6,17.5,17.14,30.28,17.14,0.3,2013-07-17 14:00,2013-07-17
27.56,65,13.54,0.18,3.24,1026.15,27.56,14.02,0.6,15.62,27.56,6,15.62,17.5,27.56,17.5,0.34,2013-07-18 15:00,2013-07-18
27.27,70,12.44,0.18,4.26,1025.17,27.27,15.16,0.57,16.34,27.27,6,16.34,15.62,27.27,15.62,0.38,2013-07-19 14:00,2013-07-19
22.49,63,14.4,0.51,4.37,1023.47,22.49,12.42,0.74,16.84,22.49,5,16.84,16.34,22.49,16.34,0.41,2013-07-20 16:00,2013-07-20
26.03,70,14.71,0.51,3.44,1019.71,26.07,11.64,0.71,17.29,26.07,5,17.21,16.84,26.03,16.84,0.45,2013-07-21 16:00,2013-07-21
32.16,113,15.81,0.28,1.62,1016.02,32.16,11.3,0.63,19.64,32.16,4,19.29,17.21,32.16,17.29,0.48,2013-07-22 14:00,2013-07-22
27.13,147,17.61,0.37,1.84,1013.38,28,12.1,0.74,15.59,28,5,15.59,19.29,27.13,19.64,0.53,2013-07-23 14:00,2013-07-23
26.24,231,14.13,0.34,3.59,1014.24,26.24,12.89,0.67,16.86,26.24,6,16.63,15.59,26.24,15.59,0.57,2013-07-24 14:00,2013-07-24
25.13,202,15.38,0.45,3.05,1012.93,25.13,12.1,0.74,15.26,25.13,4,15.26,16.63,25.13,16.86,0.6,2013-07-25 15:00,2013-07-25
26.19,221,12.7,0.37,1.6,1012.42,26.19,13.2,0.62,14.82,26.19,4,14.82,15.26,26.19,15.26,0.64,2013-07-26 16:00,2013-07-26
27.28,119,13.92,0.26,0.63,1006.91,27.37,11.96,0.68,15.34,27.37,6,15.34,14.82,27.28,14.82,0.67,2013-07-27 13:00,2013-07-27
23.14,215,13.99,0.44,5.02,1006.68,23.14,11.72,0.73,16.48,23.14,6,16.48,15.34,23.14,15.34,0.71,2013-07-28 14:00,2013-07-28
22.36,216,14.19,0.55,5.42,1011.33,22.36,12.3,0.75,15.77,22.36,5,15.77,16.48,22.36,16.48,0.74,2013-07-29 14:00,2013-07-29
20.91,219,15.21,0.49,3.99,1013.58,21.02,11.12,0.86,16.49,21.02,4,16.49,15.64,20.91,15.7,0.77,2013-07-30 17:00,2013-07-30
23.56,223,15.78,0.55,4.47,1015.34,23.77,11.97,0.8,17.18,23.77,4,16.98,16.49,23.56,16.49,0.8,2013-07-31 14:00,2013-07-31
32.4,159,16.92,0.2,3.68,1009.49,32.42,14.08,0.65,17.44,32.42,5,17.41,16.98,32.4,17.18,0.83,2013-08-01 15:00,2013-08-01
24.64,214,15.13,0.42,3.89,1008.75,24.68,12.67,0.71,15.36,24.68,4,15.36,17.41,24.64,17.44,0.86,2013-08-02 15:00,2013-08-02
23.17,220,13.17,0.34,4.85,1014.89,23.17,12.71,0.71,14.79,23.17,4,14.79,15.36,23.17,15.36,0.89,2013-08-03 14:00,2013-08-03
22.98,209,12.82,0.43,4.52,1019.02,22.98,12.67,0.7,17.05,22.98,4,17.05,14.79,22.98,14.79,0.92,2013-08-04 14:00,2013-08-04
22.72,190,14.37,0.54,3.13,1012.36,22.72,12.59,0.76,12.23,22.72,4,12.23,16.23,22.72,16.37,0.95,2013-08-05 14:00,2013-08-05
22.11,287,10.77,0.41,1.35,1015.69,22.11,13.53,0.68,14.97,22.11,4,14.97,12.23,22.11,12.23,0.98,2013-08-06 14:00,2013-08-06
21.49,50,10.71,0.37,2.95,1014.33,21.49,13.49,0.64,11.83,21.49,4,11.83,14.97,21.49,14.97,0.02,2013-08-07 14:00,2013-08-07
23.81,237,10.42,0.3,1.47,1019.26,23.81,13.52,0.63,15.72,23.81,6,15.68,11.83,23.81,11.83,0.05,2013-08-08 15:00,2013-08-08
23.85,261,12.55,0.48,3,1018.82,23.85,12.42,0.67,14.1,23.85,5,14.1,15.68,23.85,15.72,0.08,2013-08-09 14:00,2013-08-09
21.73,278,8.98,0.49,2.82,1021.99,21.73,14.42,0.57,15.42,21.73,5,15.42,14.1,21.73,14.1,0.11,2013-08-10 16:00,2013-08-10
22.76,261,10.78,0.45,3.8,1018.13,22.76,13.97,0.62,13.57,22.76,5,13.57,15.42,22.76,15.42,0.15,2013-08-11 14:00,2013-08-11
20.39,281,8.99,0.41,3.6,1016.89,20.39,14.11,0.61,11.46,20.39,4,11.46,13.57,20.39,13.57,0.18,2013-08-12 13:00,2013-08-12
19.8,281,9.51,0.43,3.63,1021.59,19.8,13.5,0.69,11.04,19.8,4,11.04,11.46,19.8,11.46,0.22,2013-08-13 13:00,2013-08-13
22.04,231,12.3,0.39,2.79,1022.81,22.04,12.23,0.78,16.31,22.04,4,16.16,11.04,22.04,11.04,0.25,2013-08-14 14:00,2013-08-14
23.46,225,15.78,0.55,4.44,1018.77,23.46,10.88,0.79,16.98,23.46,4,16.98,16.64,23.46,16.78,0.29,2013-08-15 13:00,2013-08-15
21.66,215,15.74,0.51,3.86,1015.02,21.73,11.81,0.84,14.12,21.73,3,14.12,16.98,21.66,16.98,0.33,2013-08-16 17:00,2013-08-16
20.22,219,13.68,0.57,5.13,1012.65,20.22,11.1,0.82,15.92,20.22,3,15.92,14.12,20.22,14.12,0.37,2013-08-17 12:00,2013-08-17
22.42,240,13.61,0.57,4.45,1009.48,22.42,12.76,0.73,12.68,22.42,3,12.68,15.92,22.42,15.92,0.4,2013-08-18 14:00,2013-08-18
22.02,292,9.32,0.27,3.25,1019.36,22.02,14.13,0.59,12.16,22.02,3,12.16,12.68,22.02,12.68,0.44,2013-08-19 16:00,2013-08-19
23.53,235,9.7,0.37,1.6,1027.38,23.53,15.13,0.6,12.78,23.53,4,12.78,12.16,23.53,12.16,0.48,2013-08-20 14:00,2013-08-20
25.57,231,11.59,0.38,2.36,1023.87,25.57,14.9,0.64,16.81,25.57,4,16.54,12.72,25.57,12.72,0.52,2013-08-21 16:00,2013-08-21
21.13,132,16.62,0.36,1.09,1019.89,21.34,11.3,0.9,16.49,21.34,3,16.34,16.54,21.13,16.81,0.55,2013-08-22 16:00,2013-08-22
26.03,107,15.58,0.11,3.34,1014.88,26.03,9.96,0.75,17.41,26.03,4,17.13,16.34,26.03,16.49,0.59,2013-08-23 13:00,2013-08-23
19.51,310,15.99,0.56,2.57,1010.79,18.79,5.58,0.9,13.18,19.59,3,13.18,14.94,18.51,14.94,0.62,2013-08-23 23:00,2013-08-24
22.74,18,14.34,0.5,2.66,1012.96,22.74,10.07,0.83,16.37,22.74,4,16.37,13.18,22.74,13.18,0.66,2013-08-25 16:00,2013-08-25
24.32,42,13.13,0.38,2.65,1018.33,24.32,11.27,0.69,12.82,24.32,4,12.82,16.37,24.32,16.37,0.69,2013-08-26 14:00,2013-08-26
22.78,3,10.67,0.23,1.89,1018.6,22.78,11.3,0.69,12.45,22.78,4,12.45,12.82,22.78,12.82,0.72,2013-08-27 16:00,2013-08-27
23.38,358,11.23,0.37,0.85,1022.24,23.38,11.52,0.69,14.16,23.38,4,14.16,12.45,23.38,12.45,0.75,2013-08-28 16:00,2013-08-28
23.19,257,9.62,0.31,2.75,1021.8,23.19,11.65,0.56,15.34,23.19,4,15.34,14.16,23.19,14.16,0.78,2013-08-29 16:00,2013-08-29
24.03,249,12.18,0.31,3.91,1019.63,24.03,12.78,0.64,14.22,24.03,3,14.22,15.34,24.03,15.34,0.81,2013-08-30 15:00,2013-08-30
19.87,333,8.51,0.12,3.37,1025.01,19.87,13.86,0.6,10.17,19.87,4,10.17,14.22,19.87,14.22,0.84,2013-08-31 15:00,2013-08-31
21.07,272,8.36,0.33,3.36,1029.46,21.07,14.79,0.63,11.88,21.07,3,11.88,10.17,21.07,10.17,0.87,2013-09-01 16:00,2013-09-01
24.94,278,12.37,0.33,3.28,1027,24.94,14.03,0.7,14.04,24.94,3,14.04,11.88,24.94,11.88,0.9,2013-09-02 16:00,2013-09-02
23.92,238,14.63,0.33,0.5,1027.04,23.92,12.67,0.76,14.09,23.92,3,14.09,14.04,23.92,14.04,0.93,2013-09-03 13:00,2013-09-03
27.04,119,14.8,0.1,1.86,1021.14,27.31,11.2,0.75,15.54,27.31,4,15.46,14.09,27.04,14.09,0.96,2013-09-04 15:00,2013-09-04
18.32,238,12.51,0.39,1.92,1008.5,17.04,11.17,0.81,11.39,18.32,2,11.39,13.26,17.04,13.26,0.03,2013-09-05 23:00,2013-09-06
28.49,316,15.23,0.12,0.78,1011.32,28.59,9.08,0.71,15.05,28.59,4,15.05,15.46,28.49,15.54,0.99,2013-09-05 14:00,2013-09-05
17.7,195,9.56,0.26,3.43,1013.82,17.7,12.6,0.75,9.13,17.7,4,9.13,11.39,17.7,11.39,0.06,2013-09-07 14:00,2013-09-07
16.86,211,8.91,0.37,2.74,1017.99,16.86,12.57,0.8,8.03,16.86,2,9.2,9.13,16.86,9.13,0.1,2013-09-08 11:00,2013-09-08
10.63,264,8.26,0.03,1.61,1018.08,10.29,10.3,0.88,7.53,10.63,4,9.38,9.2,10.29,8.03,0.13,2013-09-08 23:00,2013-09-09
16.65,312,8.89,0.64,4.22,1020.2,16.65,11.54,0.77,12.47,16.65,2,12.47,9.38,16.65,7.53,0.17,2013-09-10 13:00,2013-09-10
16.49,322,9.98,0.75,4.01,1020.96,16.49,11.72,0.77,12.58,16.49,2,12.58,12.47,16.49,12.47,0.21,2013-09-11 13:00,2013-09-11
18.02,253,12.51,0.72,1.24,1019.29,18.02,9.24,0.87,15.33,18.02,2,15.33,12.58,18.02,12.58,0.24,2013-09-12 15:00,2013-09-12
18.09,255,15.51,1,0.97,1017.09,18.3,5.91,0.95,7.1,18.3,2,9.3,14.78,18.09,14.82,0.28,2013-09-13 11:00,2013-09-13
13.85,335,9.98,0.69,2.95,1015.54,13.85,9.64,0.89,5.13,13.85,2,6.72,9.3,13.85,7.1,0.32,2013-09-14 17:00,2013-09-14
15.36,233,9.32,0.41,4.65,1010.26,14.82,9.93,0.86,5.59,15.36,2,8.24,6.72,14.82,5.13,0.36,2013-09-15 20:00,2013-09-15
14.08,266,5.26,0.31,5.55,1002.85,14.08,13.55,0.67,5.6,14.08,2,8.19,8.24,14.08,5.59,0.39,2013-09-16 12:00,2013-09-16
13.7,243,8.37,0.61,3.33,1000.28,13.08,11.44,0.84,10.77,13.7,2,10.77,8.19,13.08,5.6,0.43,2013-09-17 21:00,2013-09-17
15.18,302,8.8,0.61,3.44,1003.41,15.18,11.18,0.78,6.46,15.18,2,8.33,10.77,15.18,10.77,0.46,2013-09-18 14:00,2013-09-18
15.84,239,9.46,0.49,3.76,1010.33,15.86,11.99,0.84,8.16,15.86,2,9.84,8.33,15.84,6.46,0.49,2013-09-19 17:00,2013-09-19
18.41,276,9.13,0.51,2.45,1017.72,18.41,12.5,0.75,10.33,18.41,2,10.33,9.84,18.41,8.16,0.54,2013-09-20 15:00,2013-09-20
18.18,220,12.37,0.56,2.8,1024.26,18.24,10.83,0.87,16.61,18.24,2,16.43,10.33,18.18,10.33,0.57,2013-09-21 16:00,2013-09-21
18.84,253,15.16,0.69,1.96,1027.75,18.89,10.57,0.9,13.03,18.89,2,13.03,14.25,18.84,14.25,0.6,2013-09-22 16:00,2013-09-22
19.64,135,13.87,0.52,0.88,1024.98,19.64,9.43,0.89,11.53,19.64,2,11.53,13.03,19.64,13.03,0.64,2013-09-23 16:00,2013-09-23
21.47,93,13.61,0.17,1.18,1016.64,21.47,4.39,0.89,13.67,21.47,3,13.67,11.53,21.47,11.53,0.67,2013-09-24 15:00,2013-09-24
20.87,73,14.34,0.36,0.51,1011.86,20.87,3.75,0.86,13.96,20.87,2,13.96,13.67,20.87,13.67,0.7,2013-09-25 14:00,2013-09-25
18.88,73,11.82,0.51,3.1,1016.43,18.88,10.07,0.79,10.58,18.88,2,10.58,13.12,18.88,13.12,0.73,2013-09-26 14:00,2013-09-26
16.99,85,10.18,0.36,3.45,1016.27,16.99,13.39,0.8,12.43,16.99,2,12.43,10.58,16.99,10.58,0.76,2013-09-27 13:00,2013-09-27
18.36,81,11.73,0.17,4.46,1009.88,18.36,9.78,0.81,13.57,18.36,2,13.57,12.43,18.36,12.43,0.79,2013-09-28 12:00,2013-09-28
17.36,70,11.37,0.45,4.76,1006.89,17.36,12.25,0.79,13.44,17.36,2,13.44,13.44,17.36,13.44,0.82,2013-09-29 13:00,2013-09-29
18.81,84,11.64,0.37,3.68,1006.77,18.81,12.6,0.79,11.76,18.81,2,11.76,13.21,18.81,13.21,0.85,2013-09-30 14:00,2013-09-30
17.28,96,11.33,0.54,4.02,1009.02,17.28,9.11,0.82,13.62,17.28,2,13.62,11.76,17.28,11.76,0.88,2013-10-01 13:00,2013-10-01
19.02,120,13.64,0.59,3.51,1010.58,19.1,7.87,0.87,14.03,19.1,2,14.03,13.62,19.02,13.62,0.91,2013-10-02 14:00,2013-10-02
18.45,124,14.91,0.43,3.37,1008.9,18.68,7.03,0.93,16.82,18.68,2,16.62,14.03,18.45,14.03,0.94,2013-10-03 16:00,2013-10-03
20.82,208,15.39,0.62,4.04,1009.01,20.84,11.68,0.87,13.67,20.84,1,13.67,15.23,20.82,15.23,0.98,2013-10-04 14:00,2013-10-04
17.94,279,13.26,0.49,1.58,1019.72,17.94,11.91,0.87,8.76,17.94,1,8.76,13.67,17.94,13.67,0.01,2013-10-05 13:00,2013-10-05
19.19,237,10.39,0.41,1.53,1025.61,19.19,11.14,0.82,10.37,19.19,1,10.37,8.76,19.19,8.76,0.05,2013-10-06 12:00,2013-10-06
18.57,234,12.14,0.47,2.43,1025.51,18.57,8.71,0.87,13.36,18.57,1,13.36,10.37,18.57,10.37,0.08,2013-10-07 15:00,2013-10-07
19.62,250,13.79,0.55,3.13,1024.75,19.62,10.3,0.85,13.51,19.62,1,13.51,13.36,19.62,13.36,0.12,2013-10-08 13:00,2013-10-08
16.48,287,9.58,0.55,3.89,1019.97,16.48,12.46,0.76,4.19,16.48,1,7.6,9.04,16.48,6.37,0.16,2013-10-09 12:00,2013-10-09
11.82,330,3.67,0.45,6.07,1018.36,11.82,12.41,0.68,5.62,11.82,1,8.66,7.6,11.82,4.19,0.19,2013-10-10 14:00,2013-10-10
13.16,13,8.97,0.77,5.86,1017.55,13.16,10.25,0.86,7.61,13.16,1,9.39,8.66,13.16,5.62,0.23,2013-10-11 17:00,2013-10-11
14.17,49,8.53,0.43,2.36,1018.13,14.17,10.62,0.83,7.43,14.17,1,8.46,8.46,14.17,7.6,0.27,2013-10-12 12:00,2013-10-12
11.47,281,8.92,0.58,3.78,1010.8,11.47,9.38,0.92,6.28,11.47,1,8.62,8.87,11.47,6.46,0.31,2013-10-13 8:00,2013-10-13
11.34,239,8.1,0.66,3.71,1007.43,11.34,9.69,0.91,6.51,11.34,1,8.75,8.62,11.34,6.28,0.34,2013-10-14 15:00,2013-10-14
12.58,289,8.44,0.45,2.97,1010.38,12.58,9.27,0.88,6.42,12.58,1,6.76,8.75,12.58,6.51,0.38,2013-10-15 15:00,2013-10-15
14.87,194,8.97,0.44,1.84,1010.46,14.87,7.15,0.91,11.82,14.87,1,11.82,6.76,14.87,6.42,0.42,2013-10-16 16:00,2013-10-16
17.29,249,11.19,0.26,4.15,1013.27,17.29,12.36,0.84,10.5,17.29,1,10.5,11.82,17.29,11.82,0.45,2013-10-17 12:00,2013-10-17
17.16,136,12.04,0.49,2.76,1014.16,17.16,8.75,0.91,13.21,17.16,1,13.21,10.5,17.16,10.5,0.48,2013-10-18 14:00,2013-10-18
17.52,182,13.38,0.52,3.06,1005.58,17.52,11.31,0.91,13.18,17.52,1,13.18,13.21,17.52,13.21,0.52,2013-10-19 15:00,2013-10-19
17.04,199,12.21,0.42,4.29,1005.32,17.04,11.57,0.89,12.16,17.04,1,12.16,12.16,17.04,12.16,0.55,2013-10-20 12:00,2013-10-20
17.53,194,13.38,0.53,4.81,1005.88,17.53,11.25,0.87,16.32,17.53,1,16.32,13.26,17.53,13.26,0.58,2013-10-21 14:00,2013-10-21
18.03,180,14.21,0.44,4.84,997.55,18.04,11.67,0.86,13.79,18.04,1,13.79,13.79,18.03,13.79,0.61,2013-10-22 15:00,2013-10-22
16.53,226,10.86,0.34,5.29,998.6,16.53,12.42,0.8,6.83,16.53,1,6.83,9.99,16.53,8.92,0.65,2013-10-23 13:00,2013-10-23
16.91,137,9.37,0.36,2.1,1013.45,16.91,12.05,0.86,13.14,16.91,1,13.14,6.83,16.91,6.83,0.68,2013-10-24 13:00,2013-10-24
18.47,188,13.26,0.47,4.14,1005.16,18.47,10.91,0.86,14.39,18.47,1,14.39,13.16,18.47,13.16,0.7,2013-10-25 12:00,2013-10-25
16.66,215,12.75,0.49,6.35,1004.52,16.66,11.31,0.85,11.66,16.66,1,11.66,14.34,16.66,14.34,0.73,2013-10-26 11:00,2013-10-26
15.87,225,10.34,0.32,7.05,996.66,15.87,11.18,0.81,11.7,15.87,1,11.7,11.66,15.87,11.66,0.76,2013-10-27 13:00,2013-10-27
16.06,234,9.18,0.49,7.68,992.5,13.97,11.2,0.81,4.84,16.08,1,7.67,9,13.97,6.58,0.8,2013-10-28 4:00,2013-10-28
12.38,256,5.21,0.25,4.77,1010.58,12.38,13.66,0.77,2.27,12.38,1,4.47,6.86,12.38,4.43,0.83,2013-10-29 14:00,2013-10-29
13.57,219,6.24,0.33,3.67,1020.1,13.57,13.36,0.8,12.03,13.57,1,12.03,4.47,13.57,2.27,0.86,2013-10-30 15:00,2013-10-30
13.11,217,10.68,0.74,4.42,1016.56,12.59,11.36,0.89,11.48,13.11,1,11.48,11.61,12.59,11.61,0.89,2013-10-31 0:00,2013-10-31
13.97,203,10.82,0.55,2.95,1008.97,13.97,11.57,0.89,10.47,13.97,1,10.47,11.48,13.97,11.48,0.93,2013-11-01 13:00,2013-11-01
15.08,230,8.58,0.43,4.55,998.6,15.08,9.46,0.82,3.89,15.08,1,7.56,10.27,15.08,10.27,0.96,2013-11-02 13:00,2013-11-02
11.43,244,4.57,0.22,5.3,998.64,11.43,11.99,0.74,2.11,11.43,1,6.04,7.56,11.43,3.89,0,2013-11-03 13:00,2013-11-03
9.98,319,4.38,0.29,2.94,991.64,7.22,11.14,0.82,2.43,8.24,1,4.41,4.78,9.98,2.11,0.03,2013-11-04 15:00,2013-11-04
12.39,255,5.82,0.56,3.96,994.74,12.39,12.1,0.83,6.72,12.39,1,9.31,4.41,12.39,2.98,0.07,2013-11-05 13:00,2013-11-05
14.87,231,9.99,0.62,4.86,999.46,14.79,10.19,0.88,7.79,14.87,1,9.31,9.31,14.79,6.77,0.11,2013-11-06 22:00,2013-11-06
14.7,253,7.44,0.66,2.89,1006.38,11,13.9,0.83,3.63,14.7,1,5.29,7.37,11,6.25,0.14,2013-11-07 0:00,2013-11-07
11,235,6.02,0.5,2,1005.53,11,12.1,0.9,1.24,11,1,3.28,5.29,11,2.54,0.18,2013-11-08 13:00,2013-11-08
7.06,236,4.11,0.41,1.9,1006.05,7.04,11.43,0.9,1.51,7.04,1,4.79,3.28,7.06,1.24,0.22,2013-11-09 14:00,2013-11-09
9.22,301,2.49,0.18,2.61,1015.79,7.3,12.68,0.79,0.71,7.3,1,2.53,2.58,9.22,0.71,0.26,2013-11-10 14:00,2013-11-10
12.63,185,7.8,0.65,3.65,1022.52,12.11,7.81,0.91,8.51,12.63,1,9.79,2.53,12.11,1.21,0.29,2013-11-11 23:00,2013-11-11
13.11,313,8.19,0.56,2.26,1026.13,12.36,9.91,0.85,0.39,13.11,1,2.11,6.08,12.36,4.61,0.33,2013-11-12 1:00,2013-11-12
9.94,234,3.22,0.45,2.3,1032,9.09,12.99,0.82,4.07,9.09,1,6.54,2.11,9.94,0.39,0.37,2013-11-13 14:00,2013-11-13
9.62,294,3.61,0.32,4.6,1023.75,6.61,13.18,0.74,1.74,6.61,1,4.65,5.18,9.62,2.32,0.4,2013-11-14 13:00,2013-11-14
9.25,345,1.52,0.27,2.57,1032.71,7.41,13.12,0.72,-0.1,7.41,1,1.38,3.33,9.25,1.74,0.43,2013-11-15 13:00,2013-11-15
9.14,272,3.66,0.35,1.4,1031.84,7.92,9.66,0.87,7.59,8.36,1,7.59,1.38,9.14,-0.1,0.47,2013-11-16 13:00,2013-11-16
9.57,23,6.73,1,0.87,1024.24,9.57,6.41,0.87,8.08,9.57,1,8.08,8.28,9.57,7.78,0.5,2013-11-17 15:00,2013-11-17
9.3,278,7.23,0.98,1.77,1010.92,8.46,5.39,0.92,-1.13,8.54,1,2.19,7.37,9.3,5.02,0.53,2013-11-18 16:00,2013-11-18
6.78,314,-0.34,0.19,3.57,1013.76,2.24,13.5,0.74,-4.81,4.33,1,-1.27,0.6,5.73,-2.23,0.56,2013-11-19 0:00,2013-11-19
6.38,263,0.72,0.52,3.41,1003.95,3.21,12.18,0.85,-0.77,3.21,1,3.12,-1.27,6.38,-4.81,0.59,2013-11-20 11:00,2013-11-20
7.91,13,1.82,0.48,4.83,1004.26,4.39,11.96,0.78,0,4.39,1,3.52,3.12,7.91,-0.77,0.62,2013-11-21 14:00,2013-11-21
7.89,4,1.52,0.27,4.31,1017.66,4.74,12.36,0.76,0.61,4.74,1,3.41,3.52,7.89,0,0.65,2013-11-22 13:00,2013-11-22
7.41,356,2.72,0.46,3.37,1024.21,4.72,11.2,0.82,3.62,4.72,1,6.14,3.41,7.41,0.61,0.68,2013-11-23 13:00,2013-11-23
8.02,359,3.17,0.77,3.55,1030.42,5.55,11.78,0.78,1.89,5.55,1,4.54,5.06,8.02,2.69,0.71,2013-11-24 14:00,2013-11-24
7.29,349,2.08,0.73,3.33,1037.52,4.63,12.17,0.77,1.41,4.63,1,2.98,4.54,7.29,1.89,0.74,2013-11-25 14:00,2013-11-25
7.23,315,0.86,0.47,2.17,1038.71,5.77,12.63,0.72,4.12,5.77,1,5.78,2.93,7.23,1.08,0.77,2013-11-26 15:00,2013-11-26
10.32,276,6.37,0.88,1.35,1033.95,10.32,6.76,0.89,8.38,10.32,1,8.58,5.78,10.32,4.12,0.81,2013-11-27 16:00,2013-11-27
9.9,324,6.94,0.96,1.23,1034.64,9.38,6.34,0.87,5.31,9.38,0,8.04,8.08,9.9,7.97,0.84,2013-11-28 14:00,2013-11-28
10.18,280,4.59,0.62,4.4,1026.65,10.18,11.02,0.77,2.75,10.18,1,6.21,6.56,10.18,2.99,0.87,2013-11-29 12:00,2013-11-29
8.38,330,2.1,0.5,3.68,1027.3,6.01,12.46,0.73,0.21,6.01,1,2.43,3.53,8.38,2.19,0.91,2013-11-30 14:00,2013-11-30
9.42,308,3.48,0.55,1.02,1032.9,8.59,11.59,0.83,6.37,8.59,1,7.26,2.43,9.42,0.21,0.94,2013-12-01 14:00,2013-12-01
9.42,50,4.41,0.86,1.36,1033.95,8.79,10.7,0.79,4.94,8.79,0,6.34,6.59,9.42,6.24,0.98,2013-12-02 12:00,2013-12-02
7.22,304,1.56,0.97,0.96,1029.5,6.44,11.99,0.72,1.58,7.22,0,3.66,3.66,6.44,1.58,0.02,2013-12-03 2:00,2013-12-03
8.91,276,2.22,0.56,2.87,1029.19,6.66,12.25,0.77,-2.54,6.66,1,1.08,2.35,8.91,-0.58,0.06,2013-12-04 13:00,2013-12-04
